,state,year,quarter,district,count,amount,registeredUsers,appOpens,date,hdi,population
3704,Gujarat,2019,1,narmada district,58399,85405632.81124759,19105,0,2019-01-01,0.672,70400153
3705,Gujarat,2019,1,gir somnath district,138776,226079479.8894506,69872,0,2019-01-01,0.672,70400153
3706,Gujarat,2019,1,valsad district,750124,983591069.6663814,209477,0,2019-01-01,0.672,70400153
3707,Gujarat,2019,1,mahisagar district,76233,118065255.3934778,31147,0,2019-01-01,0.672,70400153
3708,Gujarat,2019,1,sabar kantha district,333162,419328099.1049222,109651,0,2019-01-01,0.672,70400153
3709,Gujarat,2019,1,tapi district,91479,133128481.20662865,39195,0,2019-01-01,0.672,70400153
3710,Gujarat,2019,1,vadodara district,1655864,2706612327.0766125,502520,0,2019-01-01,0.672,70400153
3711,Gujarat,2019,1,banas kantha district,805139,1054321489.3685758,239613,0,2019-01-01,0.672,70400153
3712,Gujarat,2019,1,amreli district,203985,276798873.9080144,79690,0,2019-01-01,0.672,70400153
3713,Gujarat,2019,1,ahmadabad district,7894660,10956007756.562977,1450100,0,2019-01-01,0.672,70400153
3714,Gujarat,2019,1,dohad district,109362,194577548.24536207,45141,0,2019-01-01,0.672,70400153
3715,Gujarat,2019,1,navsari district,1112006,1853217634.4572105,91812,0,2019-01-01,0.672,70400153
3716,Gujarat,2019,1,patan district,386337,424462288.43225765,101323,0,2019-01-01,0.672,70400153
3717,Gujarat,2019,1,kachchh district,895127,1364193288.246049,231871,0,2019-01-01,0.672,70400153
3718,Gujarat,2019,1,surendranagar district,262050,311129095.2153812,95904,0,2019-01-01,0.672,70400153
3719,Gujarat,2019,1,morbi district,191564,331119429.57845145,77961,0,2019-01-01,0.672,70400153
3720,Gujarat,2019,4,anand district,903182,1236581489.6519775,252401,3905511,2019-01-01,0.672,70400153
3721,Gujarat,2019,4,jamnagar district,519408,886972036.7121593,171337,2227178,2019-01-01,0.672,70400153
3722,Gujarat,2019,4,devbhumi dwarka district,133193,260447399.14664584,55209,621177,2019-01-01,0.672,70400153
3723,Gujarat,2019,4,rajkot district,1134928,2127782298.9078345,426178,4545689,2019-01-01,0.672,70400153
3724,Gujarat,2019,4,aravallis district,265103,392592973.64206874,83136,1295090,2019-01-01,0.672,70400153
3725,Gujarat,2019,4,chhotaudepur district,81724,134517377.84686953,31338,429297,2019-01-01,0.672,70400153
3726,Gujarat,2019,4,botad district,243788,283393816.3452396,80499,1181335,2019-01-01,0.672,70400153
3727,Gujarat,2019,4,bharuch district,1324720,2217755667.5707374,350619,5971371,2019-01-01,0.672,70400153
3728,Gujarat,2019,4,bhavnagar district,840951,1243923188.7559557,286520,4080547,2019-01-01,0.672,70400153
3729,Gujarat,2019,4,junagadh district,250823,403818838.9044242,117357,1216157,2019-01-01,0.672,70400153
3730,Gujarat,2019,4,mahesana district,1166283,1805374816.0740204,316985,5363608,2019-01-01,0.672,70400153
3731,Gujarat,2019,4,the dangs district,32377,41820330.86439365,9594,151581,2019-01-01,0.672,70400153
3732,Gujarat,2019,4,kheda district,549665,786099096.2562544,182669,2664051,2019-01-01,0.672,70400153
3733,Gujarat,2019,4,surat district,4988183,9432189653.21497,1624077,23613804,2019-01-01,0.672,70400153
3734,Gujarat,2019,4,porbandar district,84880,176788698.8012622,40962,385502,2019-01-01,0.672,70400153
3735,Gujarat,2019,4,gandhinagar district,2081714,2917516449.8289948,408526,8201437,2019-01-01,0.672,70400153
3736,Gujarat,2019,4,panch mahals district,350408,502433000.8460094,115707,1726942,2019-01-01,0.672,70400153
3737,Gujarat,2019,4,narmada district,100155,166344819.91780126,28910,492480,2019-01-01,0.672,70400153
3738,Gujarat,2019,4,gir somnath district,228665,413778689.95447534,98982,1160727,2019-01-01,0.672,70400153
3739,Gujarat,2019,4,valsad district,1028011,1666399666.2330923,296977,4849239,2019-01-01,0.672,70400153
3740,Gujarat,2019,4,mahisagar district,125155,213139955.09822798,47237,629528,2019-01-01,0.672,70400153
3741,Gujarat,2019,4,sabar kantha district,538864,825447358.0033605,155618,2589322,2019-01-01,0.672,70400153
3742,Gujarat,2019,4,tapi district,163136,246612300.12495482,58115,863661,2019-01-01,0.672,70400153
3743,Gujarat,2019,4,vadodara district,2908059,5087285259.821402,700817,11292180,2019-01-01,0.672,70400153
3744,Gujarat,2019,4,banas kantha district,1087381,1918665318.491047,339582,5546860,2019-01-01,0.672,70400153
3745,Gujarat,2019,4,amreli district,310698,508142052.510342,114242,1576597,2019-01-01,0.672,70400153
3746,Gujarat,2019,4,ahmadabad district,15696056,29657904578.49414,2015947,37991904,2019-01-01,0.672,70400153
3747,Gujarat,2019,4,dohad district,187238,342066810.7207962,69618,957179,2019-01-01,0.672,70400153
3748,Gujarat,2019,4,navsari district,2986534,6831783124.753632,131460,1723534,2019-01-01,0.672,70400153
3749,Gujarat,2019,4,patan district,541423,738645250.6057601,144779,2497573,2019-01-01,0.672,70400153
3750,Gujarat,2019,4,kachchh district,1023587,2070890492.2085972,314732,4871076,2019-01-01,0.672,70400153
3751,Gujarat,2019,4,surendranagar district,363831,570428007.4862839,138218,1846653,2019-01-01,0.672,70400153
3752,Gujarat,2019,4,morbi district,307509,583121237.1199065,115451,1504967,2019-01-01,0.672,70400153
3753,Gujarat,2021,3,anand district,2268123,3900508554.1397376,454516,6900160,2021-01-01,0.672,70400153
3754,Gujarat,2021,3,jamnagar district,1546406,2841962054.6034217,309842,6879580,2021-01-01,0.672,70400153
3755,Gujarat,2021,3,devbhumi dwarka district,418822,960353473.0403948,107517,4310397,2021-01-01,0.672,70400153
3756,Gujarat,2021,3,rajkot district,3586356,7726777654.637352,782611,13876245,2021-01-01,0.672,70400153
3757,Gujarat,2021,3,aravallis district,1072139,2034322149.7296264,171101,6762291,2021-01-01,0.672,70400153
3758,Gujarat,2021,3,chhotaudepur district,319271,611013838.0899625,72071,3853239,2021-01-01,0.672,70400153
3759,Gujarat,2021,3,botad district,775124,1847036989.381681,146842,4926482,2021-01-01,0.672,70400153
3760,Gujarat,2021,3,bharuch district,5280607,8322570348.519125,634589,16949930,2021-01-01,0.672,70400153
3761,Gujarat,2021,3,bhavnagar district,2001668,4470254984.23804,520764,9381379,2021-01-01,0.672,70400153
3762,Gujarat,2021,3,junagadh district,833587,1786079501.4768844,223916,5211050,2021-01-01,0.672,70400153
3763,Gujarat,2021,3,mahesana district,4085272,8371811502.22802,578072,12920050,2021-01-01,0.672,70400153
3764,Gujarat,2021,3,the dangs district,142421,220242754.8697721,20709,2684008,2021-01-01,0.672,70400153
3765,Gujarat,2021,3,kheda district,1748901,3172710752.9721527,352948,7212127,2021-01-01,0.672,70400153
3766,Gujarat,2021,3,surat district,21214459,40838608900.13971,2830392,40635199,2021-01-01,0.672,70400153
3767,Gujarat,2021,3,porbandar district,275154,690810567.5533752,78063,1911079,2021-01-01,0.672,70400153
3768,Gujarat,2021,3,gandhinagar district,6318239,10546315790.961113,706654,13323374,2021-01-01,0.672,70400153
3769,Gujarat,2021,3,panch mahals district,1549556,2762752529.1230626,229915,6133463,2021-01-01,0.672,70400153
3770,Gujarat,2021,3,narmada district,446278,730606768.6161022,63821,4425170,2021-01-01,0.672,70400153
3771,Gujarat,2021,3,gir somnath district,912616,2047248878.9171567,190336,4151926,2021-01-01,0.672,70400153
3772,Gujarat,2021,3,valsad district,4434194,7173200940.388832,565423,11974387,2021-01-01,0.672,70400153
3773,Gujarat,2021,3,mahisagar district,442046,893324969.8932046,103140,3964068,2021-01-01,0.672,70400153
3774,Gujarat,2021,3,sabar kantha district,2129127,3945628260.6717844,300258,9248561,2021-01-01,0.672,70400153
3775,Gujarat,2021,3,tapi district,1010949,1621047025.5570326,118730,5066590,2021-01-01,0.672,70400153
3776,Gujarat,2021,3,vadodara district,10555446,16336422910.897554,1210266,20471153,2021-01-01,0.672,70400153
3777,Gujarat,2021,3,banas kantha district,4877149,11302732744.859072,698841,25209534,2021-01-01,0.672,70400153
3778,Gujarat,2021,3,amreli district,880856,2030095872.7498639,221334,7968878,2021-01-01,0.672,70400153
3779,Gujarat,2021,3,ahmadabad district,58611265,101760598132.07088,3445024,59071276,2021-01-01,0.672,70400153
3780,Gujarat,2021,3,dohad district,924227,1953033067.4008594,169037,6295402,2021-01-01,0.672,70400153
3781,Gujarat,2021,3,navsari district,1703437,2845342547.406067,250233,5157919,2021-01-01,0.672,70400153
3782,Gujarat,2021,3,patan district,1805160,3735782880.347761,287021,9346449,2021-01-01,0.672,70400153
3783,Gujarat,2021,3,kachchh district,4378602,9001941152.864368,587589,25294185,2021-01-01,0.672,70400153
3784,Gujarat,2021,3,surendranagar district,1292951,2671069363.2201557,274891,10995970,2021-01-01,0.672,70400153
3785,Gujarat,2021,3,morbi district,1407999,3472418252.020602,240295,7475630,2021-01-01,0.672,70400153
3786,Gujarat,2021,2,anand district,1711394,3014631897.6682367,422965,5154924,2021-01-01,0.672,70400153
3787,Gujarat,2021,2,jamnagar district,1155054,2206347098.925128,287113,5057707,2021-01-01,0.672,70400153
3788,Gujarat,2021,2,devbhumi dwarka district,333279,738788439.0915308,98957,3134118,2021-01-01,0.672,70400153
3789,Gujarat,2021,2,rajkot district,2675842,5707346831.237131,726817,9593985,2021-01-01,0.672,70400153
3790,Gujarat,2021,2,aravallis district,847681,1683647671.7291918,158083,5332899,2021-01-01,0.672,70400153
3791,Gujarat,2021,2,chhotaudepur district,275873,540185404.7441366,66155,3188155,2021-01-01,0.672,70400153
3792,Gujarat,2021,2,botad district,550313,1280565807.277298,135845,3457428,2021-01-01,0.672,70400153
3793,Gujarat,2021,2,bharuch district,3937665,6464930552.559841,588777,12729351,2021-01-01,0.672,70400153
3794,Gujarat,2021,2,bhavnagar district,1660432,3448497365.237627,483224,7322593,2021-01-01,0.672,70400153
3795,Gujarat,2021,2,junagadh district,700286,1487953525.5343559,207118,4070018,2021-01-01,0.672,70400153
3796,Gujarat,2021,2,mahesana district,3118685,6292779692.204142,536645,9759520,2021-01-01,0.672,70400153
3797,Gujarat,2021,2,the dangs district,105158,157878766.4304675,19033,1976849,2021-01-01,0.672,70400153
3798,Gujarat,2021,2,kheda district,1362561,2503386769.0668764,327251,5529938,2021-01-01,0.672,70400153
3799,Gujarat,2021,2,surat district,15230233,30756115155.739143,2633443,29247704,2021-01-01,0.672,70400153
3800,Gujarat,2021,2,porbandar district,227413,558446703.6568799,72172,1437404,2021-01-01,0.672,70400153
3801,Gujarat,2021,2,gandhinagar district,4552010,7835004938.194845,658428,9936713,2021-01-01,0.672,70400153
3802,Gujarat,2021,2,panch mahals district,1214442,2245183337.229858,212616,4678402,2021-01-01,0.672,70400153
3803,Gujarat,2021,2,narmada district,332174,534890391.66917926,58790,3238851,2021-01-01,0.672,70400153
3804,Gujarat,2021,2,gir somnath district,746122,1686621125.0672534,176061,3419888,2021-01-01,0.672,70400153
3805,Gujarat,2021,2,valsad district,3236626,5434041159.757242,524614,9184319,2021-01-01,0.672,70400153
3806,Gujarat,2021,2,mahisagar district,364905,744153750.2746319,95143,3203297,2021-01-01,0.672,70400153
3807,Gujarat,2021,2,sabar kantha district,1659480,3248644724.13906,278539,7088156,2021-01-01,0.672,70400153
3808,Gujarat,2021,2,tapi district,814911,1327829881.8383355,109719,4093925,2021-01-01,0.672,70400153
3809,Gujarat,2021,2,vadodara district,7847805,12902554421.650602,1127636,15605412,2021-01-01,0.672,70400153
3810,Gujarat,2021,2,banas kantha district,3648428,8286069195.93278,645073,18355543,2021-01-01,0.672,70400153
3811,Gujarat,2021,2,amreli district,659562,1524494293.670391,204136,5600950,2021-01-01,0.672,70400153
3812,Gujarat,2021,2,ahmadabad district,44173046,79437951666.15146,3209841,43943326,2021-01-01,0.672,70400153
3813,Gujarat,2021,2,dohad district,693945,1556292873.7368991,155988,5021344,2021-01-01,0.672,70400153
3814,Gujarat,2021,2,navsari district,1296111,2197674429.667848,232448,4010253,2021-01-01,0.672,70400153
3815,Gujarat,2021,2,patan district,1384484,2811156126.4368644,265040,6916848,2021-01-01,0.672,70400153
3816,Gujarat,2021,2,kachchh district,3268191,7040086478.344803,543585,17784778,2021-01-01,0.672,70400153
3817,Gujarat,2021,2,surendranagar district,1029627,2066433661.8066688,253097,8057144,2021-01-01,0.672,70400153
3818,Gujarat,2021,2,morbi district,1027658,2441470415.445466,221629,5300801,2021-01-01,0.672,70400153
3819,Gujarat,2021,1,anand district,1585982,2723181548.9945545,395164,5855859,2021-01-01,0.672,70400153
3820,Gujarat,2021,1,jamnagar district,899501,1894971999.4394412,267315,3413685,2021-01-01,0.672,70400153
3821,Gujarat,2021,1,devbhumi dwarka district,263772,630081190.7413921,91653,1125352,2021-01-01,0.672,70400153
3822,Gujarat,2021,1,rajkot district,2278417,5057583315.413301,677301,7803138,2021-01-01,0.672,70400153
3823,Gujarat,2021,1,aravallis district,655695,1314732516.1866503,146811,2774336,2021-01-01,0.672,70400153
3824,Gujarat,2021,1,chhotaudepur district,225606,452389275.3974223,61097,970270,2021-01-01,0.672,70400153
3825,Gujarat,2021,1,botad district,367267,798953588.0229607,126302,1642524,2021-01-01,0.672,70400153
3826,Gujarat,2021,1,bharuch district,3420929,5756013890.9055805,548541,12399575,2021-01-01,0.672,70400153
3827,Gujarat,2021,1,bhavnagar district,1446583,3264511506.595693,450462,5750612,2021-01-01,0.672,70400153
3828,Gujarat,2021,1,junagadh district,543809,1204237180.1488335,192500,2001820,2021-01-01,0.672,70400153
3829,Gujarat,2021,1,mahesana district,2587041,5454846785.509393,500511,9595361,2021-01-01,0.672,70400153
3830,Gujarat,2021,1,the dangs district,83737,130412216.08515008,17658,350858,2021-01-01,0.672,70400153
3831,Gujarat,2021,1,kheda district,1165033,2180336937.401629,304909,4828751,2021-01-01,0.672,70400153
3832,Gujarat,2021,1,surat district,13429789,28261722802.552788,2458596,41476549,2021-01-01,0.672,70400153
3833,Gujarat,2021,1,porbandar district,184436,466162975.4066367,67063,725183,2021-01-01,0.672,70400153
3834,Gujarat,2021,1,gandhinagar district,4275528,7290530767.260056,615315,13654781,2021-01-01,0.672,70400153
3835,Gujarat,2021,1,panch mahals district,976434,1849730326.470284,197602,3236700,2021-01-01,0.672,70400153
3836,Gujarat,2021,1,narmada district,268489,479844444.1932763,54427,1070694,2021-01-01,0.672,70400153
3837,Gujarat,2021,1,gir somnath district,575287,1368653768.466436,163763,2007742,2021-01-01,0.672,70400153
3838,Gujarat,2021,1,valsad district,2745663,4775335083.735588,489062,10057529,2021-01-01,0.672,70400153
3839,Gujarat,2021,1,mahisagar district,280340,582703615.8071253,88343,1262035,2021-01-01,0.672,70400153
3840,Gujarat,2021,1,sabar kantha district,1357102,2620770589.4913707,259578,5343748,2021-01-01,0.672,70400153
3841,Gujarat,2021,1,tapi district,612570,1114541037.7686372,102144,1963282,2021-01-01,0.672,70400153
3842,Gujarat,2021,1,vadodara district,7191021,11925964623.063154,1053954,20042908,2021-01-01,0.672,70400153
3843,Gujarat,2021,1,banas kantha district,2927080,6883945517.865922,598384,12443664,2021-01-01,0.672,70400153
3844,Gujarat,2021,1,amreli district,513706,1123115019.4190373,189252,2198433,2021-01-01,0.672,70400153
3845,Gujarat,2021,1,ahmadabad district,36857358,68688129153.575096,2999575,63813424,2021-01-01,0.672,70400153
3846,Gujarat,2021,1,dohad district,548628,1226581747.5402272,144445,2338472,2021-01-01,0.672,70400153
3847,Gujarat,2021,1,navsari district,1022239,1773256368.3156428,216841,3189672,2021-01-01,0.672,70400153
3848,Gujarat,2021,1,patan district,1165681,2425828408.868511,246083,4877445,2021-01-01,0.672,70400153
3849,Gujarat,2021,1,kachchh district,2664604,6036765372.934219,505517,9800171,2021-01-01,0.672,70400153
3850,Gujarat,2021,1,surendranagar district,806962,1725777306.55805,234429,3456434,2021-01-01,0.672,70400153
3851,Gujarat,2021,1,morbi district,848276,2219169833.3171697,205529,3261867,2021-01-01,0.672,70400153
3852,Gujarat,2021,4,anand district,2754485,4901381738.859557,485306,9981987,2021-01-01,0.672,70400153
3853,Gujarat,2021,4,jamnagar district,1892202,3573928284.546256,331942,6896774,2021-01-01,0.672,70400153
3854,Gujarat,2021,4,devbhumi dwarka district,508824,1236361450.5936007,115900,2359435,2021-01-01,0.672,70400153
3855,Gujarat,2021,4,rajkot district,4398724,9808446763.924477,837869,15665197,2021-01-01,0.672,70400153
3856,Gujarat,2021,4,aravallis district,1389157,2813603551.6262503,183617,5917538,2021-01-01,0.672,70400153
3857,Gujarat,2021,4,chhotaudepur district,399985,776880205.8316607,77777,1850678,2021-01-01,0.672,70400153
3858,Gujarat,2021,4,botad district,981895,2347736165.7165422,157462,4378199,2021-01-01,0.672,70400153
3859,Gujarat,2021,4,bharuch district,6671068,10647007113.465914,679705,23721158,2021-01-01,0.672,70400153
3860,Gujarat,2021,4,bhavnagar district,2503192,5912161062.19894,558013,10583117,2021-01-01,0.672,70400153
3861,Gujarat,2021,4,junagadh district,1067289,2439626368.4466143,240022,3983195,2021-01-01,0.672,70400153
3862,Gujarat,2021,4,mahesana district,5022604,10719744656.891113,618376,18408357,2021-01-01,0.672,70400153
3863,Gujarat,2021,4,the dangs district,175673,266936831.3250107,22325,682005,2021-01-01,0.672,70400153
3864,Gujarat,2021,4,kheda district,2115182,3982871287.806916,377827,8810443,2021-01-01,0.672,70400153
3865,Gujarat,2021,4,surat district,26358525,51244301661.33562,3026960,70043416,2021-01-01,0.672,70400153
3866,Gujarat,2021,4,porbandar district,334768,922030259.8507378,83713,1326247,2021-01-01,0.672,70400153
3867,Gujarat,2021,4,gandhinagar district,7658806,13063535935.917791,754369,23172671,2021-01-01,0.672,70400153
3868,Gujarat,2021,4,panch mahals district,1950412,3527540820.947919,246694,6699089,2021-01-01,0.672,70400153
3869,Gujarat,2021,4,narmada district,547754,905726392.7486008,68577,2219237,2021-01-01,0.672,70400153
3870,Gujarat,2021,4,gir somnath district,1171670,2747773641.937811,204170,4304710,2021-01-01,0.672,70400153
3871,Gujarat,2021,4,valsad district,5798487,9554286592.777279,605655,20362236,2021-01-01,0.672,70400153
3872,Gujarat,2021,4,mahisagar district,559971,1204459443.933492,110939,2564905,2021-01-01,0.672,70400153
3873,Gujarat,2021,4,sabar kantha district,2653416,5247467974.524677,321717,10478837,2021-01-01,0.672,70400153
3874,Gujarat,2021,4,tapi district,1283905,2146758330.3483467,127186,3764085,2021-01-01,0.672,70400153
3875,Gujarat,2021,4,vadodara district,12675332,20051547592.844345,1292097,33004408,2021-01-01,0.672,70400153
3876,Gujarat,2021,4,banas kantha district,6396725,14662295530.137415,751116,29341685,2021-01-01,0.672,70400153
